open_signal,open_exec,close_signal,close_exec,side,month,reason,qty,z_open,z_close,S_entry,S_exit,hold_days,rolls,pnl,mae,cost,margin,net,ret,scope,fill,ticks
20240326,20240326,20240327,20240327,-1,202409,stop_loss,1.0,3.637866355959263,3.5560143981902943,5620.0,5785.0,1,0,-165.0,-165.0,110.3425,18249.6,-275.3425,-0.015087590960897772,demo_2409,close,1
20240328,20240328,20240412,20240412,-1,202409,take_profit,1.0,4.878063919932654,0.3522777416654102,6515.0,5550.0,9,0,965.0,-475.0,110.4865,18090.6,854.5135,0.047235221606801325,demo_2409,close,1
20240418,20240418,20240425,20240425,1,202409,take_profit,1.0,-2.2740195410985056,-0.3029133067669424,3495.0,4840.0,5,0,1345.0,-295.0,111.1455,18837.0,1233.8545,0.06550164569729787,demo_2409,close,1
20231108,20231109,20231123,20231124,1,202409,take_profit,1.0,-2.6832934581364154,-0.4544781523450992,4630.0,5115.0,11,0,485.0,-525.0,30.128500000000003,18444.6,454.87149999999997,0.02466149984277241,demo_2409,open,0
20231130,20231201,20231205,20231206,1,202409,take_profit,1.0,-2.2546586966755013,-0.4431509797397874,3295.0,4555.0,3,0,1260.0,-285.0,29.957000000000004,18151.8,1230.043,0.06776424376645843,demo_2409,open,0
20231213,20231214,20231215,20231218,-1,202409,stop_loss,1.0,2.02826964116029,3.2279816515689546,6305.0,7065.0,2,0,-760.0,-855.0,29.705000000000002,17749.8,-789.705,-0.0444909238413954,demo_2409,open,0
20231218,20231219,20231222,20231225,-1,202409,take_profit,1.0,2.3383824456028073,0.2578728337765551,6690.0,5195.0,4,0,1495.0,-100.0,30.1685,17817.6,1464.8315,0.08221261561602013,demo_2409,open,0
20240131,20240201,20240304,20240305,1,202409,take_profit,1.0,-2.259586951009046,-0.47871448808547146,5170.0,4895.0,17,0,-275.0,-1195.0,30.3045,18109.8,-305.3045,-0.016858524114015616,demo_2409,open,0
20240326,20240327,20240327,20240328,-1,202409,stop_loss,1.0,3.637866355959263,3.5560143981902943,5505.0,5790.0,1,0,-285.0,-285.0,30.343500000000002,18249.6,-315.3435,-0.01727947461862178,demo_2409,open,0
20240328,20240329,20240412,20240415,-1,202409,take_profit,1.0,4.878063919932654,0.3522777416654102,6595.0,5455.0,9,0,1140.0,-395.0,30.521,18090.6,1109.479,0.0613290327573436,demo_2409,open,0
20240418,20240419,20240425,20240426,1,202409,take_profit,1.0,-2.2740195410985056,-0.3029133067669424,3190.0,4840.0,5,0,1650.0,-80.0,31.193,18837.0,1618.807,0.08593762276370973,demo_2409,open,0
20231108,20231109,20231123,20231124,1,202409,take_profit,1.0,-2.6832934581364154,-0.4544781523450992,4630.0,5115.0,11,0,485.0,-525.0,110.1285,18444.6,374.87149999999997,0.020324187024928705,demo_2409,open,1
20231130,20231201,20231205,20231206,1,202409,take_profit,1.0,-2.2546586966755013,-0.4431509797397874,3295.0,4555.0,3,0,1260.0,-285.0,109.957,18151.8,1150.0430000000001,0.06335696735309998,demo_2409,open,1
20231213,20231214,20231215,20231218,-1,202409,stop_loss,1.0,2.02826964116029,3.2279816515689546,6305.0,7065.0,2,0,-760.0,-855.0,109.705,17749.8,-869.705,-0.04899801687906343,demo_2409,open,1
20231218,20231219,20231222,20231225,-1,202409,take_profit,1.0,2.3383824456028073,0.2578728337765551,6690.0,5195.0,4,0,1495.0,-100.0,110.1685,17817.6,1384.8315,0.07772267308728449,demo_2409,open,1
20240131,20240201,20240304,20240305,1,202409,take_profit,1.0,-2.259586951009046,-0.47871448808547146,5170.0,4895.0,17,0,-275.0,-1195.0,110.3045,18109.8,-385.3045,-0.021276021822438682,demo_2409,open,1
20240326,20240327,20240327,20240328,-1,202409,stop_loss,1.0,3.637866355959263,3.5560143981902943,5505.0,5790.0,1,0,-285.0,-285.0,110.3435,18249.6,-395.3435,-0.02166313234262669,demo_2409,open,1
20240328,20240329,20240412,20240415,-1,202409,take_profit,1.0,4.878063919932654,0.3522777416654102,6595.0,5455.0,9,0,1140.0,-395.0,110.52099999999999,18090.6,1029.479,0.056906846649641254,demo_2409,open,1
20240418,20240419,20240425,20240426,1,202409,take_profit,1.0,-2.2740195410985056,-0.3029133067669424,3190.0,4840.0,5,0,1650.0,-80.0,111.19300000000001,18837.0,1538.807,0.08169066199500982,demo_2409,open,1
20150611,20150611,20150616,20150616,-1,201509,take_profit,1.0,2.363068409538899,0.2259333275595463,18730.0,16015.0,3,0,2715.0,0.0,33.1865,19808.399999999998,2681.8135,0.13538768906120638,full_is,close,0
20150729,20150729,20150804,20150804,-1,201509,stop_loss,1.0,2.0895399450003342,3.0059862921270746,20230.0,21535.0,4,0,-1305.0,-1305.0,29.3165,17878.8,-1334.3165,-0.07463121126697542,full_is,close,0
20150805,20150805,20150806,20150806,-1,201509,stop_loss,1.0,3.5833704804374875,4.035163942417447,22660.0,24090.0,1,0,-1430.0,-1430.0,29.035,17522.399999999998,-1459.035,-0.0832668470072593,full_is,close,0
20150807,20150807,20150811,20150811,-1,201509,stop_loss,1.0,3.5432121698540415,3.1216805438067765,24735.0,26205.0,2,0,-1470.0,-1470.0,29.532000000000004,17483.399999999998,-1499.532,-0.08576890078588834,full_is,close,0
20150812,20150812,20150910,20150910,-1,201509,take_profit,1.0,2.7433917700236052,0.45048161362998007,26520.0,27700.0,19,0,-1180.0,-4310.0,28.84,18036.0,-1208.84,-0.06702373031714348,full_is,close,0
20151105,20151105,20151106,20151106,1,201601,stop_loss,1.0,-4.049921817806825,-3.4961020739574082,16585.0,16355.0,1,0,-230.0,-230.0,26.112000000000002,15591.0,-256.112,-0.016426912962606635,full_is,close,0
20151109,20151109,20151110,20151110,1,201601,stop_loss,1.0,-3.1691854820772485,-3.133263532340112,16180.0,15690.0,1,0,-490.0,-490.0,26.017000000000003,15650.4,-516.017,-0.03297148954659306,full_is,close,0
20151112,20151112,20151113,20151113,1,201601,stop_loss,1.0,-2.203675189936763,-3.922884096989973,15950.0,13305.0,1,0,-2645.0,-2645.0,25.7435,15493.199999999999,-2670.7435,-0.17238165775953324,full_is,close,0
20151116,20151116,20151126,20151126,1,201601,take_profit,1.0,-2.9860705831426917,-0.3778913614531433,13460.0,16240.0,8,0,2780.0,-190.0,25.404,15216.0,2754.596,0.18103286014721345,full_is,close,0
20151224,20151224,20160107,20160107,-1,201601,take_profit,1.0,2.199897433593462,0.3918798390912686,22160.0,20890.0,9,0,1270.0,-2680.0,25.395,15460.8,1244.605,0.08050068560488462,full_is,close,0
20160122,20160122,20160127,20160127,-1,201605,stop_loss,1.0,2.0181753524889263,3.043734064587649,18340.0,20130.0,3,0,-1790.0,-1790.0,25.009,14829.599999999999,-1815.009,-0.12239096132060205,full_is,close,0
20160128,20160128,20160217,20160217,-1,201605,take_profit,1.0,2.8749149601460546,0.3431918910590705,20425.0,18870.0,9,0,1555.0,-1500.0,25.3735,15058.199999999999,1529.6265,0.10158096585249234,full_is,close,0
20160226,20160226,20160310,20160310,-1,201605,take_profit,1.0,2.3323517055732492,0.3368831923425819,23790.0,22210.0,9,0,1580.0,-2310.0,26.77,15634.8,1553.23,0.09934441118530458,full_is,close,0
20160325,20160325,20160408,20160408,-1,201605,take_profit,1.0,2.0225820732930426,0.4055252578780383,26500.0,25580.0,9,0,920.0,-2535.0,27.78,17025.6,892.22,0.0524046142279861,full_is,close,0
20160429,20160429,20160516,20160516,1,201605,expiry,1.0,-2.079931338856922,-0.3660925242626291,19045.0,21210.0,10,0,2165.0,-350.0,26.609500000000004,16116.599999999999,2138.3905,0.13268248265763252,full_is,close,0
20160608,20160608,20160613,20160613,-1,201609,stop_loss,1.0,2.799391119149426,6.015426730764625,18100.0,20490.0,1,0,-2390.0,-2390.0,26.419,15837.599999999999,-2416.419,-0.1525748219427186,full_is,close,0
20160614,20160614,20160616,20160616,-1,201609,stop_loss,1.0,3.4196602741639017,3.1637795642423523,19975.0,21025.0,2,0,-1050.0,-1050.0,26.384,15717.0,-1076.384,-0.06848533435133931,full_is,close,0
20160617,20160617,20160620,20160620,-1,201609,stop_loss,1.0,3.2511385682149054,3.0362672084829185,21935.0,22515.0,1,0,-580.0,-580.0,27.256999999999998,16225.8,-607.257,-0.037425396590614946,full_is,close,0
20160621,20160621,20160726,20160726,-1,201609,take_profit,1.0,2.9024590784003697,0.3991354652354644,23195.0,27970.0,25,0,-4775.0,-7375.0,27.6765,16470.6,-4802.6765,-0.29159086493509645,full_is,close,0
20160826,20160826,20160901,20160901,-1,201609,take_profit,1.0,2.0580417279113505,0.2636993622625666,31960.0,30450.0,4,0,1510.0,0.0,28.603,17184.0,1481.397,0.08620792597765363,full_is,close,0
20160919,20160919,20161018,20161018,1,201701,take_profit,1.0,-2.506698942413488,-0.28134475581234375,16610.0,18125.0,16,0,1515.0,-145.0,29.6755,17005.2,1485.3245,0.08734531202220497,full_is,close,0
20161025,20161025,20161026,20161026,-1,201701,take_profit,1.0,2.184041322700084,0.42458655287870267,20695.0,18755.0,1,0,1940.0,0.0,31.773,19021.8,1908.227,0.10031789841129653,full_is,close,0
20161101,20161101,20161107,20161107,-1,201701,take_profit,1.0,2.0691919434903205,-0.4485362653606432,20320.0,17835.0,4,0,2485.0,0.0,33.029500000000006,20100.0,2451.9705,0.12198858208955224,full_is,close,0
20161108,20161108,20161109,20161109,-1,201701,stop_loss,1.0,2.253238435175488,3.0555018388129094,21200.0,22580.0,1,0,-1380.0,-1380.0,33.196,19687.2,-1413.196,-0.07178247795521962,full_is,close,0
20161110,20161110,20161116,20161116,-1,201701,take_profit,1.0,3.495683476283321,0.4067069221716552,23935.0,20265.0,4,0,3670.0,0.0,33.022000000000006,20130.6,3636.978,0.18066913057733006,full_is,close,0
20161118,20161118,20170111,20170111,1,201701,take_profit,1.0,-2.347464798624416,-0.29115603157272896,14900.0,7100.0,37,0,-7800.0,-11765.0,33.838,19485.6,-7833.838,-0.40203216734409003,full_is,close,0
20170207,20170207,20170214,20170214,1,201705,stop_loss,1.0,-2.260889135910598,-3.641206191502115,9570.0,7645.0,5,0,-1925.0,-1925.0,38.0155,22338.0,-1963.0155,-0.08787785388127854,full_is,close,0
20170215,20170215,20170216,20170216,1,201705,stop_loss,1.0,-6.354277771503438,-4.509369818401865,4055.0,3250.0,1,0,-805.0,-805.0,37.3845,22583.399999999998,-842.3845,-0.03730104855779024,full_is,close,0
20170217,20170217,20170306,20170306,1,201705,take_profit,1.0,-3.6683850053341116,-0.03710136170663948,2620.0,7355.0,11,0,4735.0,-90.0,36.2535,22252.8,4698.7465,0.21115304590882947,full_is,close,0
20170321,20170321,20170407,20170407,-1,201705,take_profit,1.0,2.4037967685415906,0.25522225366045015,11215.0,8210.0,11,0,3005.0,-585.0,33.472500000000004,19857.0,2971.5275,0.14964634637659263,full_is,close,0
20170508,20170508,20170515,20170515,-1,201705,expiry,1.0,2.410880490534429,3.1274534430298435,12350.0,13990.0,5,0,-1640.0,-1640.0,30.114,18042.0,-1670.114,-0.09256811883383217,full_is,close,0
20170516,20170516,20170525,20170525,-1,201709,take_profit,1.0,2.384981955758283,0.3831740082103944,16105.0,13800.0,7,0,2305.0,-765.0,31.2265,18399.0,2273.7735,0.12358136311756072,full_is,close,0
20170619,20170619,20170627,20170627,1,201709,take_profit,1.0,-2.1719135462201575,-0.055627528896200644,12020.0,14195.0,6,0,2175.0,-740.0,30.6535,18499.2,2144.3465,0.11591563418958657,full_is,close,0
20170721,20170721,20170724,20170724,-1,201709,stop_loss,1.0,2.6783379798452187,3.123757608017127,15915.0,16685.0,1,0,-770.0,-770.0,33.007999999999996,19881.0,-803.008,-0.040390724812635184,full_is,close,0
20170725,20170725,20170726,20170726,-1,201709,stop_loss,1.0,2.3905373944224473,3.4035538864805335,16190.0,18320.0,1,0,-2130.0,-2130.0,32.617000000000004,19813.2,-2162.617,-0.10915031393212607,full_is,close,0
20170727,20170727,20170807,20170807,-1,201709,take_profit,1.0,2.5596147496997657,0.29188196287880847,17825.0,14505.0,7,0,3320.0,0.0,32.393,19339.8,3287.607,0.1699917786119815,full_is,close,0
20170829,20170829,20170830,20170830,1,201709,stop_loss,1.0,-2.379735465087091,-3.083255854204656,12070.0,11285.0,1,0,-785.0,-785.0,35.26950000000001,21133.2,-820.2695,-0.03881425908049893,full_is,close,0
20170831,20170831,20170907,20170907,1,201709,stop_loss,1.0,-2.4727025978551307,-3.520913219740238,11485.0,8035.0,5,0,-3450.0,-3450.0,35.918,21401.399999999998,-3485.918,-0.16288270860784812,full_is,close,0
20170908,20170908,20170913,20170913,1,201709,stop_loss,1.0,-2.0884718563235016,-4.518816014659386,9685.0,3355.0,3,0,-6330.0,-6330.0,35.864000000000004,21322.2,-6365.864,-0.29855568374745567,full_is,close,0
20171012,20171012,20171023,20171023,-1,201801,take_profit,1.0,2.4552263541166783,0.4792146439042294,13825.0,12060.0,7,0,1765.0,-960.0,34.55050000000001,20206.2,1730.4495,0.08563953143094694,full_is,close,0
20171113,20171113,20171205,20171205,1,201801,stop_loss,1.0,-2.2790614683305885,-3.406986742737923,7770.0,-1245.0,16,0,-9015.0,-9015.0,37.1745,21898.8,-9052.1745,-0.4133639514493945,full_is,close,0
20171206,20171206,20171227,20171227,1,201801,take_profit,1.0,-3.2306562480882457,-0.44259056003536235,-2375.0,-1590.0,15,0,785.0,-3415.0,37.7275,22798.2,747.2725,0.03277769736207244,full_is,close,0
20180108,20180108,20180115,20180115,1,201801,expiry,1.0,-2.372450501422426,-1.752160225539917,-10775.0,-10275.0,5,0,500.0,-780.0,40.399,24259.8,459.601,0.01894496244816528,full_is,close,0
20180116,20180116,20180206,20180206,-1,201805,take_profit,1.0,2.000914019111143,-0.1294774667588006,11645.0,10650.0,15,0,995.0,-1575.0,36.087500000000006,21751.8,958.9125,0.044084282680054064,full_is,close,0
20180301,20180301,20180307,20180307,-1,201805,take_profit,1.0,3.5821528145637345,0.49733939260044485,14870.0,12820.0,4,0,2050.0,0.0,34.803000000000004,20958.0,2015.197,0.0961540700448516,full_is,close,0
20180312,20180312,20180402,20180402,1,201805,take_profit,1.0,-3.2227591724201283,0.0031852773137487148,8855.0,10170.0,15,0,1315.0,-3285.0,34.2845,20596.2,1280.7155,0.06218212582903642,full_is,close,0
20180418,20180418,20180515,20180515,1,201805,expiry,1.0,-2.85824968605821,-0.29142640175085954,2890.0,5020.0,17,0,2130.0,-1490.0,35.957,21442.8,2094.043,0.09765716231089225,full_is,close,0
20180517,20180517,20180525,20180525,1,201809,take_profit,1.0,-2.105363436366133,-0.22131787188566263,7820.0,9950.0,6,0,2130.0,0.0,35.179,21393.6,2094.821,0.09791811569815272,full_is,close,0
20180615,20180615,20180626,20180626,1,201809,take_profit,1.0,-2.044785714417657,-0.07469091597704135,7530.0,8740.0,6,0,1210.0,-55.0,34.999,21294.0,1175.001,0.05517990983375599,full_is,close,0
20180704,20180704,20180705,20180705,1,201809,stop_loss,1.0,-2.3819527918613574,-3.6224866598784358,6300.0,4705.0,1,0,-1595.0,-1595.0,35.6965,21484.8,-1630.6965,-0.0759000083780161,full_is,close,0
20180706,20180706,20180713,20180713,1,201809,take_profit,1.0,-3.460798711844319,-0.3176476498663272,4020.0,7030.0,5,0,3010.0,0.0,35.815,21405.6,2974.185,0.13894424823410698,full_is,close,0
20180803,20180803,20180806,20180806,1,201809,stop_loss,1.0,-2.420614219837444,-3.9990510095987877,3870.0,1665.0,1,0,-2205.0,-2205.0,38.6295,22935.6,-2243.6295,-0.09782301313242296,full_is,close,0
20180807,20180807,20180810,20180810,1,201809,take_profit,1.0,-3.318408624431938,-0.06967552084457117,1545.0,5525.0,3,0,3980.0,0.0,38.729,23491.8,3941.271,0.16777220136388019,full_is,close,0
20180820,20180820,20180914,20180914,1,201809,expiry,1.0,-2.5362029122394434,-0.8694138429107698,865.0,-910.0,19,0,-1775.0,-5090.0,38.8275,23359.8,-1813.8275,-0.07764738996053049,full_is,close,0
20180928,20180928,20181010,20181010,-1,201901,take_profit,1.0,2.2792478637414573,-0.056648125528076576,580.0,-2120.0,3,0,2700.0,-175.0,39.902,23311.2,2660.098,0.11411244380383678,full_is,close,0
20181012,20181012,20181019,20181019,1,201901,take_profit,1.0,-2.0617640379639877,-0.3598901502903094,-4800.0,-2845.0,5,0,1955.0,-220.0,40.2875,24566.399999999998,1914.7125,0.07794029650254007,full_is,close,0
20181029,20181029,20181030,20181030,-1,201901,stop_loss,1.0,2.9509782683848016,3.3299742226779214,2460.0,3725.0,1,0,-1265.0,-1265.0,37.170500000000004,22413.6,-1302.1705,-0.05809733822322162,full_is,close,0
20181031,20181031,20181101,20181101,-1,201901,stop_loss,1.0,3.047107823697064,3.338623903482114,4175.0,5845.0,1,0,-1670.0,-1670.0,36.648,22230.6,-1706.648,-0.07677021762795426,full_is,close,0
20181102,20181102,20190109,20190109,-1,201901,take_profit,1.0,2.9954344198918195,0.3310745967325454,6465.0,18955.0,46,0,-12490.0,-15435.0,34.660000000000004,22015.8,-12524.66,-0.5688941578321024,full_is,close,0
20190212,20190212,20190218,20190218,1,201905,take_profit,1.0,-2.3620753985498197,0.348995131336563,10025.0,12420.0,4,0,2395.0,-1175.0,32.2685,19599.0,2362.7315,0.12055367620796979,full_is,close,0
20190301,20190301,20190315,20190315,1,201905,take_profit,1.0,-2.5394420807241627,-0.41712950655473996,8605.0,10060.0,10,0,1455.0,-150.0,32.850500000000004,20062.2,1422.1495,0.07088701637906111,full_is,close,0
20190329,20190329,20190508,20190508,-1,201905,take_profit,1.0,2.1153851002791395,-0.13850364618677258,13325.0,13825.0,24,0,-500.0,-5095.0,31.071,18763.8,-531.071,-0.02830295569127789,full_is,close,0
20190520,20190520,20190603,20190603,1,201909,take_profit,1.0,-2.401949142483573,0.17519081405861947,6370.0,9430.0,10,0,3060.0,-975.0,30.464000000000002,18822.0,3029.536,0.16095717777069388,full_is,close,0
20190625,20190625,20190628,20190628,-1,201909,stop_loss,1.0,2.4922226308592608,3.6712383194514246,10060.0,12925.0,3,0,-2865.0,-2865.0,30.1145,18228.0,-2895.1145,-0.1588278746982664,full_is,close,0
20190701,20190701,20190702,20190702,-1,201909,stop_loss,1.0,3.102549012158523,3.0966319191678626,13180.0,14030.0,1,0,-850.0,-850.0,30.609,18156.0,-880.609,-0.04850236836307557,full_is,close,0
20190703,20190703,20190802,20190802,-1,201909,take_profit,1.0,2.808280234593789,0.3944836936488966,14420.0,16870.0,22,0,-2450.0,-5635.0,29.913000000000004,18535.2,-2479.913,-0.13379477966248005,full_is,close,0
20190923,20190923,20191205,20191205,1,202001,take_profit,1.0,-2.4376452602386456,-0.04739995362513705,8145.0,15840.0,48,0,7695.0,-2455.0,28.774500000000003,18091.8,7666.2255,0.42374034092793417,full_is,close,0
20191219,20191219,20200115,20200115,1,202001,expiry,1.0,-2.2770834647840217,-2.0719066734528604,13755.0,2770.0,18,0,-10985.0,-11860.0,27.980500000000003,16245.0,-11012.9805,-0.6779304709141274,full_is,close,0
20200116,20200116,20200204,20200204,1,202005,take_profit,1.0,-2.007360594776572,-0.13070422707266188,4575.0,7040.0,7,0,2465.0,-905.0,27.399500000000003,17253.0,2437.6005,0.14128560250391237,full_is,close,0
20200302,20200302,20200310,20200310,-1,202005,stop_loss,1.0,2.0982980969122424,3.135812693846848,7935.0,11380.0,6,0,-3445.0,-3445.0,25.667500000000004,15676.199999999999,-3470.6675,-0.2213972455059262,full_is,close,0
20200311,20200311,20200326,20200326,-1,202005,take_profit,1.0,2.8638207792761974,0.1508589031774583,11730.0,9490.0,11,0,2240.0,-545.0,23.518,14994.0,2216.482,0.14782459650526877,full_is,close,0
20200407,20200407,20200410,20200410,-1,202005,stop_loss,1.0,2.2681279083374037,3.2431041606191533,14035.0,16060.0,3,0,-2025.0,-2025.0,23.7815,13837.8,-2048.7815,-0.14805688042896994,full_is,close,0
20200413,20200413,20200414,20200414,-1,202005,stop_loss,1.0,5.416459166665282,3.7709626407039605,20715.0,20630.0,1,0,85.0,0.0,24.8105,15107.4,60.189499999999995,0.003984107126308961,full_is,close,0
20200415,20200415,20200511,20200511,-1,202005,take_profit,1.0,2.0235712704051285,0.30836327891631793,17735.0,16465.0,15,0,1270.0,-1685.0,23.862000000000002,14289.0,1246.138,0.08720960179158793,full_is,close,0
20200522,20200522,20200629,20200629,-1,202009,take_profit,1.0,2.0273198205858622,0.47196254980369295,16820.0,18595.0,24,0,-1775.0,-3600.0,24.073500000000003,14128.8,-1799.0735,-0.1273337792310741,full_is,close,0
20200707,20200707,20200715,20200715,-1,202009,take_profit,1.0,3.014857251145982,-0.3121730414451745,21525.0,18855.0,6,0,2670.0,0.0,25.77,15420.599999999999,2644.23,0.17147387261196065,full_is,close,0
20200728,20200728,20200804,20200804,-1,202009,stop_loss,1.0,2.6280146013438395,3.3716946837003374,21970.0,23915.0,5,0,-1945.0,-1945.0,25.1265,15078.0,-1970.1265,-0.13066232258920282,full_is,close,0
20200805,20200805,20200812,20200812,-1,202009,take_profit,1.0,2.787959375676861,0.008734702969870499,23930.0,20825.0,5,0,3105.0,0.0,25.097500000000004,15068.4,3079.9025,0.20439479307690267,full_is,close,0
20200831,20200831,20200907,20200907,-1,202009,take_profit,1.0,2.4214964055052155,-0.11670369411521188,24840.0,22320.0,5,0,2520.0,-335.0,26.478,15660.0,2493.522,0.1592287356321839,full_is,close,0
20200915,20200915,20200917,20200917,1,202101,stop_loss,1.0,-4.001158257147917,-3.2174715125662097,12550.0,12065.0,2,0,-485.0,-485.0,27.5295,16525.2,-512.5295,-0.03101502553675598,full_is,close,0
20201021,20201021,20201026,20201026,1,202101,take_profit,1.0,-2.218277542233097,0.16879214809903892,11990.0,14825.0,3,0,2835.0,0.0,27.365500000000004,16630.8,2807.6345,0.16882137359597857,full_is,close,0
20201102,20201102,20201106,20201106,-1,202101,take_profit,1.0,2.3646915401710156,-0.32258421487385863,17145.0,14290.0,4,0,2855.0,0.0,27.7375,16594.2,2827.2625,0.17037654722734447,full_is,close,0
20201113,20201113,20201118,20201118,1,202101,take_profit,1.0,-2.1649328622739836,-0.3222404589667402,11510.0,13780.0,3,0,2270.0,0.0,29.565,17617.2,2240.435,0.12717316032059578,full_is,close,0
20201211,20201211,20201215,20201215,1,202101,stop_loss,1.0,-2.768166840704152,-3.6418390620265115,10090.0,7965.0,2,0,-2125.0,-2125.0,30.941499999999998,18742.8,-2155.9415,-0.11502771731011376,full_is,close,0
20201216,20201216,20201218,20201218,1,202101,stop_loss,1.0,-3.058036028814738,-3.2824811006341887,7760.0,5210.0,2,0,-2550.0,-2550.0,31.171,18420.0,-2581.171,-0.1401287187839305,full_is,close,0
20201221,20201221,20210106,20210106,1,202101,take_profit,1.0,-2.935299536174579,-0.4843141748516023,4625.0,7440.0,11,0,2815.0,-1680.0,30.888500000000004,18785.399999999998,2784.1115,0.1482061334866439,full_is,close,0
20210120,20210120,20210305,20210305,-1,202105,take_profit,1.0,2.5554618947364136,0.3433842582102675,10675.0,14175.0,27,0,-3500.0,-7930.0,31.488999999999997,17574.6,-3531.489,-0.20094278105902838,full_is,close,0
20210315,20210315,20210323,20210323,-1,202105,take_profit,1.0,2.2853271387098193,0.4351460524789226,19280.0,16695.0,6,0,2585.0,0.0,32.3795,19932.0,2552.6205,0.1280664509331728,full_is,close,0
20210409,20210409,20210512,20210512,1,202105,stop_loss,1.0,-2.2103238264559875,-3.3768381038246313,12705.0,4640.0,20,0,-8065.0,-8065.0,32.9285,19251.0,-8097.9285,-0.4206497584541063,full_is,close,0
20210513,20210513,20210514,20210514,1,202105,stop_loss,1.0,-3.157739389035748,-3.0699390252042003,4025.0,3035.0,1,0,-990.0,-990.0,33.646,20283.0,-1023.646,-0.05046817531923285,full_is,close,0
20210517,20210517,20210519,20210519,1,202105,expiry,1.0,-3.2831965946222543,-2.668197562773015,960.0,200.0,2,0,-760.0,-760.0,33.224000000000004,20188.8,-793.224,-0.039290299572039944,full_is,close,0
20210621,20210621,20210623,20210623,-1,202109,take_profit,1.0,2.097952684498481,0.37220495197798753,7850.0,4980.0,2,0,2870.0,0.0,31.235,18474.0,2838.765,0.1536627151672621,full_is,close,0
20210628,20210628,20210706,20210706,-1,202109,take_profit,1.0,2.5152038776812464,0.22447584951572722,7765.0,5495.0,6,0,2270.0,0.0,32.388000000000005,19255.8,2237.612,0.11620457212891701,full_is,close,0
20210714,20210714,20210809,20210809,1,202109,take_profit,1.0,-2.1381958841094106,0.09407033262720096,3890.0,4465.0,18,0,575.0,-2295.0,32.3835,19669.2,542.6165,0.027587115896935306,full_is,close,0
20210823,20210823,20210907,20210907,1,202109,stop_loss,1.0,-4.262716188461138,-3.2348469770369768,40.0,-1150.0,11,0,-1190.0,-1190.0,33.807,19970.399999999998,-1223.807,-0.06128104594800305,full_is,close,0
