open_signal,open_exec,close_signal,close_exec,side,month,reason,qty,z_open,z_close,S_entry,S_exit,hold_days,rolls,pnl,mae,cost,margin,net,ret,variant,year
20210512,20210513,20210513,20210514,1,202109,stop_loss,1.0,-3.3847440541599063,-4.122789375140669,4940.0,2755.0,1,0,-2185.0,-2195.0,153.6555,20145.0,-2338.6555,-0.11609111442045172,A 固定手数,2021
20210621,20210622,20210622,20210623,-1,202109,take_profit,1.0,2.8813137260748154,0.8313124914161633,7725.0,5815.0,1,0,1910.0,0.0,151.132,18474.0,1758.868,0.09520775143444841,A 固定手数,2021
20210628,20210629,20210630,20210701,-1,202109,take_profit,1.0,2.6655740764726397,0.791076596755885,7925.0,6255.0,2,0,1670.0,0.0,152.138,19255.8,1517.862,0.07882622378711869,A 固定手数,2021
20210714,20210715,20210728,20210729,1,202109,take_profit,1.0,-2.596460945770985,-0.5253872528956871,3545.0,3780.0,10,0,235.0,-1220.0,152.70049999999998,19669.2,82.29950000000002,0.004184181359689261,A 固定手数,2021
20210730,20210802,20210809,20210810,1,202201,take_profit,1.0,-2.8426839788481058,-0.35869537714028504,-1105.0,220.0,6,0,1325.0,-60.0,153.2295,20376.0,1171.7705,0.057507386140557525,A 固定手数,2021
20210823,20210824,20210824,20210825,1,202201,take_profit,1.0,-4.953353513067988,-0.8108378214323163,-5155.0,-2305.0,1,0,2850.0,0.0,153.868,20409.6,2696.132,0.13210116807776734,A 固定手数,2021
20210907,20210908,20210914,20210915,1,202201,take_profit,1.0,-3.375465849497603,-0.4825671045706435,-6525.0,-4460.0,5,0,2065.0,-520.0,155.2555,21167.399999999998,1909.7445,0.09022102383854419,A 固定手数,2021
20210928,20210929,20211011,20211012,1,202201,stop_loss,1.0,-3.0211165897996284,-4.300149238999811,-9415.0,-19185.0,4,0,-9770.0,-9770.0,162.464,24328.8,-9932.464,-0.4082595113610207,A 固定手数,2021
20211028,20211029,20211119,20211122,-1,202201,take_profit,1.0,2.602694107881881,0.936374844052635,4620.0,8560.0,16,0,-3940.0,-7285.0,133.352,20433.6,-4073.352,-0.19934578341555087,A 固定手数,2021
20211216,20211217,20211221,20211222,1,202205,take_profit,1.0,-3.034455023509438,-0.1988802292436579,2310.0,6400.0,3,0,4090.0,0.0,112.083,19349.399999999998,3977.917,0.20558348062472223,A 固定手数,2021
20220712,20220713,20220721,20220722,-1,202209,take_profit,1.0,2.738862382262009,0.4950458666023461,10320.0,4560.0,7,0,5760.0,0.0,109.69399999999999,18001.8,5650.306,0.313874501438745,A 固定手数,2022
