date,A 固定手数,B 波动定手数,C 波动定手数+金额止损
20210413,0.9451838645380252,0.9978629415808944,0.6983942866595886
20210414,0.9385515044353963,0.9925524591264704,0.6930838042051646
20210415,0.9276178617070819,0.9837979709845135,0.6843293160632078
20210416,0.9084064332975403,0.9684155201050969,0.6689468651837911
20210419,0.8985881762485577,0.9605541131572174,0.6610854582359116
20210420,0.8945490494024133,0.9573200136940203,0.6578513587727145
20210421,0.8852842018223915,0.9499017176794363,0.6504330627581305
20210422,0.8977107232608423,0.9598515429373048,0.660382888015999
20210423,0.9129742251750651,0.9720729178105443,0.6726042628892386
20210426,0.8857818513259982,0.9503001820143732,0.6508315270930674
20210427,0.8918470630554041,0.95515655289487,0.6556878979735643
20210428,0.905256477169871,0.9658933731635335,0.6664247182422278
20210429,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210430,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210506,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210507,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210510,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210511,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210512,0.9042704922207785,0.9651039021921961,0.6656352472708904
20210513,0.8666787655723133,0.9354328143137198,0.6359641593924141
20210514,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210517,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210518,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210519,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210520,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210521,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210524,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210525,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210526,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210527,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210528,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210531,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210601,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210602,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210603,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210604,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210607,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210608,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210609,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210610,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210611,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210615,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210616,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210617,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210618,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210621,0.8655745722510799,0.9345612763453919,0.6350926214240862
20210622,0.8993990011782207,0.9631972499281952,0.6637285950068894
20210623,0.8973554228969172,0.9614671437435837,0.6619984888222779
20210624,0.8973554228969172,0.9614671437435837,0.6619984888222779
20210625,0.8973554228969172,0.9614671437435837,0.6619984888222779
20210628,0.8973554228969172,0.9614671437435837,0.6619984888222779
20210629,0.9136091836685635,0.9748071391630876,0.6753384842417818
20210630,0.9239526205405691,0.9832963375974082,0.6838276826761025
20210701,0.9236741151196275,0.983067759049227,0.6835991041279212
20210702,0.9236741151196275,0.983067759049227,0.6835991041279212
20210705,0.9236741151196275,0.983067759049227,0.6835991041279212
20210706,0.9236741151196275,0.983067759049227,0.6835991041279212
20210707,0.9236741151196275,0.983067759049227,0.6835991041279212
20210708,0.9236741151196275,0.983067759049227,0.6835991041279212
20210709,0.9236741151196275,0.983067759049227,0.6835991041279212
20210712,0.9236741151196275,0.983067759049227,0.6835991041279212
20210713,0.9236741151196275,0.983067759049227,0.6835991041279212
20210714,0.9236741151196275,0.983067759049227,0.6835991041279212
20210715,0.9281411583479575,0.9867288456614193,0.6872601907401135
20210716,0.9084278414023902,0.9705722613029775,0.6711036063816718
20210719,0.9106199141926965,0.9723688340996419,0.672900179178336
20210720,0.9198071652678532,0.979898495263606,0.6804298403423001
20210721,0.9274815062755275,0.9861882098879031,0.6867195549665974
20210722,0.9169431466464778,0.9775512110096081,0.6780825560883024
20210723,0.9226840759781338,0.9822563455792428,0.6827876906579369
20210726,0.9091065482950634,0.9711285139719935,0.6716598590506877
20210727,0.9062975308382968,0.9688263074163996,0.6693576524950938
20210728,0.9285416549673537,0.9870570835441872,0.6875884286228815
20210729,0.9248552789975688,0.9840358139883221,0.6845671590670163
20210730,0.9248552789975688,0.9840358139883221,0.6845671590670163
20210802,0.9355380512132474,0.9927361874984586,0.6932675325771527
20210803,0.9368747664360946,0.9938248488946444,0.6943561939733385
20210804,0.9353463220867533,0.9925800374861217,0.6931113825648159
20210805,0.9320534155141118,0.9898981945583171,0.6904295396370113
20210806,0.9261121895166649,0.9850594800147215,0.6855908250934157
20210809,0.9470446990544615,1.0021075502914645,0.7026388953701588
20210810,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210811,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210812,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210813,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210816,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210817,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210818,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210819,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210820,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210823,0.9442131677254748,0.9998014653473635,0.7003328104260577
20210824,0.9954633882099526,1.0531143630793092,0.7536457081580035
20210825,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210826,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210827,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210830,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210831,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210901,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210902,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210903,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210906,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210907,0.9881722990781691,1.0455298281141376,0.7460611731928318
20210908,0.987265062793442,1.0447427422526008,0.745274087331295
20210909,0.9787921619546248,1.037391955507511,0.7379233005862053
20210910,1.007288649487018,1.062114492312742,0.762645837391436
20210913,0.9924528900706742,1.0492435162744784,0.7497748613531725
20210914,1.0173597055810988,1.0708517815899004,0.7713831266685945
20210915,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210916,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210917,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210922,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210923,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210924,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210927,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210928,1.0181060358664493,1.0714992711419886,0.7720306162206827
20210929,1.0176225690835965,1.0711389957093493,0.7716703407880434
20210930,0.9706589928696089,1.0361421286258536,0.7366734737045478
20211008,0.9681855755963041,1.0342989586091274,0.7348303036878214
20211011,0.890240745039304,0.9762151180084946,0.6767464630871887
20211012,0.8854564814611852,0.972649924511029,0.6731812695897232
20211013,0.8854564814611852,0.972649924511029,0.6731812695897232
20211014,0.8854564814611852,0.972649924511029,0.6731812695897232
20211015,0.8854564814611852,0.972649924511029,0.6731812695897232
20211018,0.8854564814611852,0.972649924511029,0.6731812695897232
20211019,0.8854564814611852,0.972649924511029,0.6731812695897232
20211020,0.8854564814611852,0.972649924511029,0.6731812695897232
20211021,0.8854564814611852,0.972649924511029,0.6731812695897232
20211022,0.8854564814611852,0.972649924511029,0.6731812695897232
20211025,0.8854564814611852,0.972649924511029,0.6731812695897232
20211026,0.8854564814611852,0.972649924511029,0.6731812695897232
20211027,0.8854564814611852,0.972649924511029,0.6731812695897232
20211028,0.8854564814611852,0.972649924511029,0.6731812695897232
20211029,0.9329733491040217,0.9924421735206804,0.6929735185993745
20211101,0.9439841573777199,0.9970285166438979,0.697559861722592
20211102,0.9453449891180796,0.997595345267112,0.6981266903458061
20211103,0.9539383945711629,1.001174765144844,0.7017061102235379
20211104,0.965628979542758,1.00604425634459,0.706575601423284
20211105,0.885554832649667,0.9726908908311884,0.6732222359098825
20211108,0.9105402645965123,0.9830980981080387,0.6836294431867328
20211109,0.8924208055917883,0.9755507814953931,0.6760821265740872
20211110,0.8486409668189934,0.9573151209062597,0.6578464659849539
20211111,0.8592113374095798,0.9617180080752064,0.6622493531539004
20211112,0.770877595879659,0.924924265241488,0.625455610320182
20211115,0.7907938969939635,0.9332200223180791,0.6230301654723893
20211116,0.8266545881461372,0.9481571123273996,0.6230301654723893
20211117,0.8208230643003502,0.9457281017930965,0.6230301654723893
20211118,0.8247640252779826,0.9473696342609544,0.6230301654723893
20211119,0.8337992678871542,0.9511330930168536,0.6230301654723893
20211122,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211123,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211124,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211125,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211126,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211129,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211130,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211201,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211202,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211203,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211206,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211207,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211208,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211209,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211210,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211213,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211214,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211215,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211216,0.8223422646474866,0.9463608958525047,0.6230301654723893
20211217,0.8251652462386471,0.9474083463910278,0.6240776160109125
20211220,0.8564929269687183,0.9590322961022627,0.6357015657221474
20211221,0.8832006718701235,0.9689420460869281,0.6456113157068128
20211222,0.890562616314568,0.9716736518108394,0.6483429214307241
20211223,0.890562616314568,0.9716736518108394,0.6483429214307241
20211224,0.890562616314568,0.9716736518108394,0.6483429214307241
20211227,0.890562616314568,0.9716736518108394,0.6483429214307241
20211228,0.890562616314568,0.9716736518108394,0.6483429214307241
20211229,0.890562616314568,0.9716736518108394,0.6483429214307241
20211230,0.890562616314568,0.9716736518108394,0.6483429214307241
20211231,0.890562616314568,0.9716736518108394,0.6483429214307241
20220104,0.890562616314568,0.9716736518108394,0.6483429214307241
20220105,0.890562616314568,0.9716736518108394,0.6483429214307241
20220106,0.890562616314568,0.9716736518108394,0.6483429214307241
20220107,0.890562616314568,0.9716736518108394,0.6483429214307241
20220110,0.890562616314568,0.9716736518108394,0.6483429214307241
20220111,0.890562616314568,0.9716736518108394,0.6483429214307241
20220112,0.890562616314568,0.9716736518108394,0.6483429214307241
20220113,0.890562616314568,0.9716736518108394,0.6483429214307241
20220114,0.890562616314568,0.9716736518108394,0.6483429214307241
20220117,0.890562616314568,0.9716736518108394,0.6483429214307241
20220118,0.890562616314568,0.9716736518108394,0.6483429214307241
20220119,0.890562616314568,0.9716736518108394,0.6457651515463293
20220120,0.890562616314568,0.9716736518108394,0.6544383797227034
20220121,0.890562616314568,0.9716736518108394,0.6524391377912355
20220124,0.890562616314568,0.9716736518108394,0.6528399311973496
20220125,0.890562616314568,0.9716736518108394,0.6500982432178627
20220126,0.890562616314568,0.9716736518108394,0.6545385837538265
20220127,0.890562616314568,0.9716736518108394,0.6522028230655537
20220128,0.890562616314568,0.9716736518108394,0.6387405784708062
20220207,0.890562616314568,0.9716736518108394,0.6506221157644132
20220208,0.890562616314568,0.9716736518108394,0.6523294786269773
20220209,0.890562616314568,0.9716736518108394,0.6523294786269773
20220210,0.890562616314568,0.9716736518108394,0.6523294786269773
20220211,0.890562616314568,0.9716736518108394,0.6523294786269773
20220214,0.890562616314568,0.9716736518108394,0.6523294786269773
20220215,0.890562616314568,0.9716736518108394,0.6523294786269773
20220216,0.890562616314568,0.9716736518108394,0.6523294786269773
20220217,0.890562616314568,0.9716736518108394,0.6523294786269773
20220218,0.890562616314568,0.9716736518108394,0.6523294786269773
20220221,0.890562616314568,0.9716736518108394,0.6523294786269773
20220222,0.890562616314568,0.9716736518108394,0.6523294786269773
20220223,0.890562616314568,0.9716736518108394,0.6523294786269773
20220224,0.890562616314568,0.9716736518108394,0.6523294786269773
20220225,0.890562616314568,0.9716736518108394,0.6523294786269773
20220228,0.890562616314568,0.9716736518108394,0.6523294786269773
20220301,0.890562616314568,0.9716736518108394,0.6523294786269773
20220302,0.890562616314568,0.9716736518108394,0.6523294786269773
20220303,0.890562616314568,0.9716736518108394,0.6523294786269773
20220304,0.890562616314568,0.9716736518108394,0.6575496680989729
20220307,0.890562616314568,0.9716736518108394,0.609950169545325
20220308,0.890562616314568,0.9796229735558675,0.6250856488907302
20220309,0.890562616314568,1.0035946829923454,0.6493168933591649
20220310,0.890562616314568,1.0225975614400058,0.6685255106874111
20220311,0.890562616314568,1.0072422392646687,0.6561240259694239
20220314,0.890562616314568,1.0295994913005448,0.6561240259694239
20220315,0.890562616314568,1.0202147631586194,0.6561240259694239
20220316,0.890562616314568,1.0225720859148875,0.6561240259694239
20220317,0.890562616314568,1.0306249148434181,0.6561240259694239
20220318,0.890562616314568,1.012972842657928,0.6561240259694239
20220321,0.890562616314568,0.9893031036346355,0.6561240259694239
20220322,0.890562616314568,0.9780072475882904,0.6561240259694239
20220323,0.890562616314568,0.9953164896626985,0.6561240259694239
20220324,0.890562616314568,1.010580241950828,0.6561240259694239
20220325,0.890562616314568,0.9934345616975465,0.6561240259694239
20220328,0.890562616314568,1.0108299609180116,0.6561240259694239
20220329,0.890562616314568,1.035491981561504,0.6561240259694239
20220330,0.890562616314568,1.0404414157128854,0.6561240259694239
20220331,0.890562616314568,1.0570908549162399,0.6561240259694239
20220401,0.890562616314568,1.065096747666702,0.6561240259694239
20220406,0.890562616314568,1.0445866275283482,0.6561240259694239
20220407,0.890562616314568,1.0539278716904807,0.6561240259694239
20220408,0.890562616314568,1.0652926414944444,0.6561240259694239
20220411,0.890562616314568,1.0750168400680158,0.6561240259694239
20220412,0.890562616314568,1.0770242375562695,0.6561240259694239
20220413,0.890562616314568,1.0692143671785028,0.6561240259694239
20220414,0.890562616314568,1.062996757684479,0.6561240259694239
20220415,0.890562616314568,1.071075214346934,0.6561240259694239
20220418,0.890562616314568,1.0474688545767392,0.6561240259694239
20220419,0.890562616314568,1.0507359481626029,0.6561240259694239
20220420,0.890562616314568,1.0558326737054433,0.6561240259694239
20220421,0.890562616314568,1.0637538368365023,0.6561240259694239
20220422,0.890562616314568,1.0778285848927456,0.6561240259694239
20220425,0.890562616314568,1.1105960503383614,0.6561240259694239
20220426,0.890562616314568,1.1134818904875181,0.6607143432956422
20220427,0.890562616314568,1.1134818904875181,0.6362528893555459
20220428,0.890562616314568,1.1134818904875181,0.6408773957803238
20220429,0.890562616314568,1.1134818904875181,0.6336316196073172
20220505,0.890562616314568,1.1134818904875181,0.6428982112476962
20220506,0.890562616314568,1.1134818904875181,0.648578535539579
20220509,0.890562616314568,1.1134818904875181,0.6302007891918513
20220510,0.890562616314568,1.1134818904875181,0.6290171351040288
20220511,0.890562616314568,1.1134818904875181,0.6404319237490881
20220512,0.890562616314568,1.1134818904875181,0.6614938745109614
20220513,0.890562616314568,1.1134818904875181,0.6560236686474155
20220516,0.890562616314568,1.1134818904875181,0.6560236686474155
20220517,0.890562616314568,1.1134818904875181,0.6560236686474155
20220518,0.890562616314568,1.1134818904875181,0.6560236686474155
20220519,0.890562616314568,1.1134818904875181,0.6560236686474155
20220520,0.890562616314568,1.1134818904875181,0.6560236686474155
20220523,0.890562616314568,1.1134818904875181,0.6560236686474155
20220524,0.890562616314568,1.1134818904875181,0.6560236686474155
20220525,0.890562616314568,1.1134818904875181,0.6560236686474155
20220526,0.890562616314568,1.1134818904875181,0.6560236686474155
20220527,0.890562616314568,1.1134818904875181,0.6560236686474155
20220530,0.890562616314568,1.1134818904875181,0.6560236686474155
20220531,0.890562616314568,1.1134818904875181,0.6560236686474155
20220601,0.890562616314568,1.1134818904875181,0.6560236686474155
20220602,0.890562616314568,1.1134818904875181,0.6560236686474155
20220606,0.890562616314568,1.1134818904875181,0.6560236686474155
20220607,0.890562616314568,1.1134818904875181,0.6560236686474155
20220608,0.890562616314568,1.1134818904875181,0.6560236686474155
20220609,0.890562616314568,1.1134818904875181,0.6560236686474155
20220610,0.890562616314568,1.1134818904875181,0.6560236686474155
20220613,0.890562616314568,1.1134818904875181,0.6560236686474155
20220614,0.890562616314568,1.1134818904875181,0.6548264179018565
20220615,0.890562616314568,1.1134818904875181,0.6836534558884187
20220616,0.890562616314568,1.1134818904875181,0.6829233155517715
20220617,0.890562616314568,1.1134818904875181,0.6829233155517715
20220620,0.890562616314568,1.1134818904875181,0.6829233155517715
20220621,0.890562616314568,1.1134818904875181,0.6829233155517715
20220622,0.890562616314568,1.1134818904875181,0.6829233155517715
20220623,0.890562616314568,1.1134818904875181,0.6829233155517715
20220624,0.890562616314568,1.1134818904875181,0.6829233155517715
20220627,0.890562616314568,1.1103124755580278,0.6797539006222812
20220628,0.890562616314568,1.11659787833992,0.6860393034041733
20220629,0.890562616314568,1.1235203762891182,0.6929618013533715
20220630,0.890562616314568,1.1308229890973298,0.7002644141615831
20220701,0.890562616314568,1.110101000967116,0.6990729510998969
20220704,0.890562616314568,1.0874202197718623,0.6990729510998969
20220705,0.890562616314568,1.0932738737499765,0.6990729510998969
20220706,0.890562616314568,1.098170781871542,0.6990729510998969
20220707,0.890562616314568,1.1210197169483767,0.6990729510998969
20220708,0.890562616314568,1.0791253053773255,0.6990729510998969
20220711,0.890562616314568,1.071771388218266,0.6990729510998969
20220712,0.890562616314568,1.071611020388944,0.6990729510998969
20220713,0.9022300051312419,1.071611020388944,0.6990729510998969
20220714,0.9002821194220445,1.071611020388944,0.6990729510998969
20220715,0.9472984010207098,1.071611020388944,0.6990729510998969
20220718,0.9338182197552937,1.071611020388944,0.6990729510998969
20220719,0.917231462768695,1.0523128403955455,0.6990729510998969
20220720,0.9757982251533771,1.0993807985251838,0.6990729510998969
20220721,0.9962042221373159,1.115780349610575,0.6990729510998969
20220722,0.995277284812992,1.128496304520687,0.6990729510998969
20220725,0.995277284812992,1.1048534984011058,0.6990729510998969
20220726,0.995277284812992,1.1137207245799374,0.6990729510998969
20220727,0.995277284812992,1.1002126064356432,0.6990729510998969
20220728,0.995277284812992,1.1293661048006112,0.6990729510998969
20220729,0.995277284812992,1.135298138318821,0.6990729510998969
20220801,0.995277284812992,1.1270555677609926,0.6990729510998969
20220802,0.995277284812992,1.132099973221326,0.6990729510998969
20220803,0.995277284812992,1.122463518595736,0.6990729510998969
20220804,0.995277284812992,1.1311399303911112,0.6990729510998969
20220805,0.995277284812992,1.1254952516256274,0.6990729510998969
20220808,0.995277284812992,1.1368290774700824,0.6990729510998969
20220809,0.995277284812992,1.1224214474185596,0.6990729510998969
20220810,0.995277284812992,1.0980220762814068,0.6990729510998969
20220811,0.995277284812992,1.0953604988339285,0.6990729510998969
20220812,0.995277284812992,1.0967519486124075,0.6990729510998969
20220815,0.995277284812992,1.1134138172508943,0.6990729510998969
20220816,0.995277284812992,1.1190342283309875,0.6990729510998969
20220817,0.995277284812992,1.1012799486140805,0.6990729510998969
20220818,0.995277284812992,1.11014107549142,0.6990729510998969
20220819,0.995277284812992,1.113248470549881,0.6990729510998969
20220822,0.995277284812992,1.131752747410916,0.6990729510998969
20220823,0.995277284812992,1.143292958958115,0.6990729510998969
20220824,0.995277284812992,1.142402857502022,0.6990729510998969
20220825,0.995277284812992,1.142402857502022,0.6990729510998969
20220826,0.995277284812992,1.142402857502022,0.6990729510998969
20220829,0.995277284812992,1.142402857502022,0.6990729510998969
20220830,0.995277284812992,1.142402857502022,0.6990729510998969
20220831,0.995277284812992,1.142402857502022,0.6990729510998969
20220901,0.995277284812992,1.142402857502022,0.6990729510998969
20220902,0.995277284812992,1.142402857502022,0.6990729510998969
20220905,0.995277284812992,1.142402857502022,0.6990729510998969
20220906,0.995277284812992,1.142402857502022,0.6990729510998969
20220907,0.995277284812992,1.142402857502022,0.6990729510998969
20220908,0.995277284812992,1.142402857502022,0.6990729510998969
20220909,0.995277284812992,1.142402857502022,0.6990729510998969
20220913,0.995277284812992,1.142402857502022,0.6990729510998969
20220914,0.995277284812992,1.142402857502022,0.6990729510998969
20220915,0.995277284812992,1.142402857502022,0.6990729510998969
20220916,0.995277284812992,1.142402857502022,0.6990729510998969
20220919,0.995277284812992,1.142402857502022,0.6990729510998969
20220920,0.995277284812992,1.142402857502022,0.6990729510998969
20220921,0.995277284812992,1.142402857502022,0.6990729510998969
20220922,0.995277284812992,1.142402857502022,0.6990729510998969
20220923,0.995277284812992,1.142402857502022,0.6990729510998969
20220926,0.995277284812992,1.142402857502022,0.6990729510998969
20220927,0.995277284812992,1.142402857502022,0.6990729510998969
20220928,0.995277284812992,1.1437439530332827,0.7004140466311576
20220929,0.995277284812992,1.1393523521760796,0.6960224457739544
20220930,0.995277284812992,1.1314011600594391,0.6880712536573139
20221010,0.995277284812992,1.1232523684449593,0.7114689751019381
20221011,0.995277284812992,1.1232523684449593,0.7189156660622005
20221012,0.995277284812992,1.1232523684449593,0.7173412419918325
20221013,0.995277284812992,1.1106308454345892,0.7173412419918325
20221014,0.995277284812992,1.1061604193020886,0.7173412419918325
20221017,0.995277284812992,1.1224804639182506,0.7173412419918325
20221018,0.995277284812992,1.118667573963785,0.7173412419918325
20221019,0.995277284812992,1.1107866476743196,0.7173412419918325
20221020,0.995277284812992,1.1001389296459476,0.7173412419918325
20221021,0.995277284812992,1.1252009702350017,0.7173412419918325
20221024,0.995277284812992,1.1209302040155278,0.7173412419918325
20221025,0.995277284812992,1.1399880440965788,0.7173412419918325
20221026,0.995277284812992,1.1504532655679027,0.7173412419918325
20221027,0.995277284812992,1.1651488058542343,0.7173412419918325
20221028,0.995277284812992,1.176396314434427,0.7173412419918325
20221031,0.995277284812992,1.1701237526707657,0.7173412419918325
20221101,0.995277284812992,1.1624016333791438,0.7173412419918325
20221102,0.995277284812992,1.1661559460818058,0.7173412419918325
20221103,0.995277284812992,1.16848034090048,0.7173412419918325
20221104,0.995277284812992,1.1553299038133347,0.7173412419918325
20221107,0.995277284812992,1.1514869728337018,0.7173412419918325
20221108,0.995277284812992,1.146685737652347,0.7173412419918325
20221109,0.995277284812992,1.1887014763840793,0.7173412419918325
20221110,0.995277284812992,1.1873667330791302,0.7173412419918325
20221111,0.995277284812992,1.1873667330791302,0.7173412419918325
20221114,0.995277284812992,1.1873667330791302,0.7173412419918325
20221115,0.995277284812992,1.1873667330791302,0.7173412419918325
20221116,0.995277284812992,1.1873667330791302,0.7173412419918325
20221117,0.995277284812992,1.1873667330791302,0.7173412419918325
20221118,0.995277284812992,1.1873667330791302,0.7173412419918325
20221121,0.995277284812992,1.1873667330791302,0.7173412419918325
20221122,0.995277284812992,1.1873667330791302,0.7173412419918325
20221123,0.995277284812992,1.1873667330791302,0.7173412419918325
20221124,0.995277284812992,1.1873667330791302,0.7173412419918325
20221125,0.995277284812992,1.1873667330791302,0.7173412419918325
20221128,0.995277284812992,1.1873667330791302,0.7173412419918325
20221129,0.995277284812992,1.1873667330791302,0.7173412419918325
20221130,0.995277284812992,1.1873667330791302,0.7173412419918325
20221201,0.995277284812992,1.1873667330791302,0.7173412419918325
20221202,0.995277284812992,1.1873667330791302,0.7173412419918325
20221205,0.995277284812992,1.1873667330791302,0.7173412419918325
20221206,0.995277284812992,1.1873667330791302,0.7173412419918325
20221207,0.995277284812992,1.1873667330791302,0.7173412419918325
20221208,0.995277284812992,1.1873667330791302,0.7173412419918325
20221209,0.995277284812992,1.1873667330791302,0.7173412419918325
20221212,0.995277284812992,1.1873667330791302,0.7173412419918325
20221213,0.995277284812992,1.1873667330791302,0.7173412419918325
20221214,0.995277284812992,1.1873667330791302,0.7173412419918325
20221215,0.995277284812992,1.1873667330791302,0.7173412419918325
20221216,0.995277284812992,1.1873667330791302,0.7173412419918325
20221219,0.995277284812992,1.1873667330791302,0.7173412419918325
20221220,0.995277284812992,1.1873667330791302,0.7173412419918325
20221221,0.995277284812992,1.1873667330791302,0.7173412419918325
20221222,0.995277284812992,1.1873667330791302,0.7173412419918325
20221223,0.995277284812992,1.1873667330791302,0.7173412419918325
20221226,0.995277284812992,1.1873667330791302,0.7173412419918325
20221227,0.995277284812992,1.1873667330791302,0.7173412419918325
20221228,0.995277284812992,1.1873667330791302,0.7173412419918325
20221229,0.995277284812992,1.1873667330791302,0.7173412419918325
20221230,0.995277284812992,1.1873667330791302,0.684185347947819
20230103,0.995277284812992,1.1873667330791302,0.684185347947819
20230104,0.9937014386042635,1.1852117665998003,0.6820303814684892
20230105,0.9860696989886926,1.1747753782267254,0.6715939930954142
20230106,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230109,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230110,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230111,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230112,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230113,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230116,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230117,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230118,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230119,0.9853502101640359,1.1737914787251118,0.6706100935938006
20230120,0.9729988845983487,1.1562741599570308,0.6530927748257196
20230130,0.9863375533992024,1.175191782367983,0.6720103972366718
20230131,0.9733846185148595,1.156821228685747,0.6536398435544357
20230201,0.9725444207659173,1.1556296147396834,0.6524482296083722
20230202,0.9893230005598093,1.1794259051995355,0.6762445200682241
20230203,0.987356886114852,1.1766374552243744,0.6734560700930631
20230206,0.9760021646152028,1.1605335743110006,0.6573521891796894
20230207,0.9741896697937595,1.15796299600474,0.6547816108734286
20230208,0.9854550296786795,1.1739401394369815,0.6707587543056701
20230209,0.990242950885166,1.1807306285682435,0.6775492434369322
20230210,1.0044683929147549,1.200905920792864,0.6977245356615529
20230213,1.004981239828961,1.2316098980233126,0.7284285128920013
20230214,1.004981239828961,1.2309634365848103,0.7277820514534991
20230215,1.004981239828961,1.2309634365848103,0.7277820514534991
20230216,1.004981239828961,1.2309634365848103,0.7277820514534991
