date,A 固定手数,B 波动定手数,C 波动定手数+金额止损
20190529,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190530,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190531,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190603,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190604,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190605,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190606,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190610,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190611,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190612,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190613,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190614,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190617,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190618,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190619,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190620,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190621,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190624,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190625,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190626,1.0672735781811673,1.0777224280549818,0.9614364222184187
20190627,1.0672735781811673,1.0777224280549818,0.9472635456236925
20190628,1.0672735781811673,1.0777224280549818,0.9100754891710738
20190701,1.0596436836378922,1.0675113018073945,0.9102001371343961
20190702,1.044038190504309,1.0466263918470966,0.9102001371343961
20190703,1.0370394610428881,1.0372599570034768,0.9102001371343961
20190704,1.0406362210814455,1.0420735190557016,0.9102001371343961
20190705,1.0334732610199346,1.0324872935738596,0.9102001371343961
20190708,1.0225559546532503,1.0178766075464811,0.9102001371343961
20190709,1.004678277493555,0.99395082227437,0.9102001371343961
20190710,1.0086106048826726,0.9992134757998391,0.9102001371343961
20190711,1.0133409050020217,1.005544060244184,0.9102001371343961
20190712,1.025556367389419,1.0218920750041396,0.9102001371343961
20190715,0.9969617331213113,0.9836237321248034,0.9102001371343961
20190716,0.9780244386602389,0.9582798556881131,0.9102001371343961
20190717,0.9884442735199372,0.9722247730952831,0.9102001371343961
20190718,0.9833725937796073,0.9654373185869526,0.9102001371343961
20190719,0.9967991185411447,0.9834061042141734,0.9102001371343961
20190722,0.9919106508125524,0.9768638432627548,0.9102001371343961
20190723,0.9499898034423742,0.9207609623546557,0.9102001371343961
20190724,0.9689252850921711,0.9461024126968971,0.9102001371343961
20190725,0.9665240249108279,0.9428887941172523,0.9102001371343961
20190726,0.9314346730751314,0.8959285380471207,0.9102001371343961
20190729,0.9344494513236036,0.899963230942157,0.9102001371343961
20190730,0.9384177052918575,0.9052739651892042,0.9102001371343961
20190731,0.9541406185319892,0.9263160190687494,0.9102001371343961
20190801,0.9381364117119108,0.9048975085761828,0.9102001371343961
20190802,0.9598622599687198,0.9339733205848465,0.9102001371343961
20190805,0.9571937024384316,0.9304019766185346,0.9102001371343961
20190806,0.9642932675171298,0.9399033602759855,0.9102001371343961
20190807,0.9781255697152084,0.9584151998876937,0.9102001371343961
20190808,0.9909259454495457,0.9755460071221229,0.9102001371343961
20190809,0.9763811033184967,0.9560805717338622,0.9102001371343961
20190812,0.9694634293247814,0.9468226138304026,0.9102001371343961
20190813,0.9803696923648785,0.9614185205182585,0.9102001371343961
20190814,0.9712929141672997,0.9492710225979217,0.9102001371343961
20190815,0.9672038913866882,0.9437986628417984,0.9102001371343961
20190816,0.9509416755928242,0.9220348576417633,0.9102001371343961
20190819,0.958967140489634,0.9327753776833061,0.9102001371343961
20190820,0.9423095247817913,0.9104824067894306,0.9102001371343961
20190821,0.9214892041488536,0.8826184669548294,0.9102001371343961
20190822,0.9444363198729233,0.913328707358216,0.9102001371343961
20190823,0.9720053606278425,0.9502244932798541,0.9102001371343961
20190826,0.9562158038407015,0.9290932500061122,0.9102001371343961
20190827,0.9523544788715921,0.9239256193765004,0.9102001371343961
20190828,0.9875326683940882,0.9710047673697522,0.9102001371343961
20190829,0.9935827431769797,0.9791016128851202,0.9102001371343961
20190830,0.9679164214015119,0.9447522453448453,0.9102001371343961
20190902,0.99836709131625,0.9855045300664012,0.9102001371343961
20190903,1.0016883898267452,0.9899494405699785,0.9102001371343961
20190904,0.9922015774739376,0.9772531918771221,0.9102001371343961
20190905,0.9701088111107558,0.9476863315210077,0.9102001371343961
20190906,0.9873141212951263,0.9707122846878637,0.9102001371343961
20190909,0.9943368397894554,0.9801108241748956,0.9102001371343961
20190910,0.9995885594889425,0.987139227066213,0.9102001371343961
20190911,0.9949717543181207,0.9809605334823908,0.9102001371343961
20190912,1.0027561440219679,0.9913784213805218,0.9102001371343961
20190916,1.001023582256141,0.9890597252540865,0.9102001371343961
20190917,0.9992681264843872,0.9867103899643567,0.9102001371343961
20190918,0.9794787292440096,0.9602261400918272,0.9102001371343961
20190919,0.9839515012444568,0.9662120733592134,0.9102001371343961
20190920,0.995651151565308,0.9818697742358437,0.9102001371343961
20190923,1.027016320545156,1.0238459376564002,0.9102001371343961
20190924,1.02738481161109,1.0243390911035442,0.9083270666167162
20190925,1.0462574608154929,1.0495964524680512,0.8870227439832978
20190926,1.0455208834987813,1.048610687339924,0.8961393105834576
20190927,1.0455208834987813,1.048610687339924,0.9027172316285774
20190930,1.0455208834987813,1.048610687339924,0.8721669559791988
20191008,1.0455208834987813,1.048610687339924,0.8576084949806921
20191009,1.0455208834987813,1.048610687339924,0.8571892577962461
20191010,1.0455208834987813,1.048610687339924,0.8764844872750699
20191011,1.0455208834987813,1.048610687339924,0.9102810196678117
20191014,1.0455208834987813,1.048610687339924,0.9533751878200023
20191015,1.0455208834987813,1.048610687339924,0.9496627651186986
20191016,1.0455208834987813,1.048610687339924,0.9496627651186986
20191017,1.0455208834987813,1.048610687339924,0.9496627651186986
20191018,1.0455208834987813,1.048610687339924,0.9496627651186986
20191021,1.0455208834987813,1.048610687339924,0.9496627651186986
20191022,1.0455208834987813,1.048610687339924,0.9496627651186986
20191023,1.0455208834987813,1.048610687339924,0.9496627651186986
20191024,1.0455208834987813,1.048610687339924,0.9496627651186986
20191025,1.0455208834987813,1.048610687339924,0.9496627651186986
20191028,1.0455208834987813,1.048610687339924,0.9496627651186986
20191029,1.0455208834987813,1.048610687339924,0.9496627651186986
20191030,1.0455208834987813,1.048610687339924,0.9496627651186986
20191031,1.0455208834987813,1.048610687339924,0.9496627651186986
20191101,1.0455208834987813,1.048610687339924,0.9496627651186986
20191104,1.0455208834987813,1.048610687339924,0.9496627651186986
20191105,1.0455208834987813,1.048610687339924,0.9496627651186986
20191106,1.0455208834987813,1.048610687339924,0.9496627651186986
20191107,1.0455208834987813,1.048610687339924,0.9496627651186986
20191108,1.0455208834987813,1.048610687339924,0.9496627651186986
20191111,1.0455208834987813,1.048610687339924,0.9496627651186986
20191112,1.0455208834987813,1.048610687339924,0.9326433861186245
20191113,1.0455208834987813,1.048610687339924,0.9387167713927763
20191114,1.0455208834987813,1.048610687339924,0.9380260178017321
20191115,1.0455208834987813,1.048610687339924,0.9563098245051379
20191118,1.0455208834987813,1.048610687339924,0.9586285701992825
20191119,1.0455208834987813,1.048610687339924,0.9354018290098693
20191120,1.0455208834987813,1.048610687339924,0.9160261725251139
20191121,1.0455208834987813,1.048610687339924,0.9236308273951823
20191122,1.0455208834987813,1.048610687339924,0.9272127933304567
20191125,1.0455208834987813,1.048610687339924,0.9547863408567914
20191126,1.0455208834987813,1.048610687339924,0.9407450238942968
20191127,1.0455208834987813,1.048610687339924,0.9369756378240325
20191128,1.0455208834987813,1.048610687339924,0.9160518051256287
20191129,1.0455208834987813,1.048610687339924,0.8938470713957698
20191202,1.0455208834987813,1.048610687339924,0.8589325813507966
20191203,1.0641995073232586,1.0707197221867677,0.8861070433388624
20191204,1.0707256178837292,1.0784443815166866,0.8933701369327087
20191205,1.0883691012172665,1.0993281677905824,0.913006070094667
20191206,1.0776182452057124,1.0866028700156272,0.9010411374288231
20191209,1.1008657850095436,1.1141199222597409,0.9269139840282408
20191210,1.0978490845558317,1.1105491915634997,0.9255976593759251
20191211,1.0996634397340015,1.1126967610116374,0.9255976593759251
20191212,1.119854335475558,1.1365958031324,0.9255976593759251
20191213,1.1077428125726683,1.1222599460358278,0.9255976593759251
20191216,1.106633073502589,1.1209463985281614,0.9255976593759251
20191217,1.1350731122533981,1.1546095748786178,0.9255976593759251
20191218,1.133193110811541,1.1523843029431307,0.9471013791942398
20191219,1.133193110811541,1.1523843029431307,0.941774795880371
20191220,1.133193110811541,1.1523843029431307,0.9348404809338191
20191223,1.133193110811541,1.1523843029431307,0.9304053795868175
20191224,1.133193110811541,1.1523843029431307,0.9319188326927177
20191225,1.133193110811541,1.1523843029431307,0.9262993835833416
20191226,1.133193110811541,1.1523843029431307,0.9400186314224481
20191227,1.133193110811541,1.1523843029431307,0.9182250100555029
20191230,1.133193110811541,1.1523843029431307,0.9053485190550369
20191231,1.133193110811541,1.1523843029431307,0.9134731815679555
20200102,1.133193110811541,1.1523843029431307,0.9134731815679555
20200103,1.133193110811541,1.1523843029431307,0.9134731815679555
20200106,1.133193110811541,1.1523843029431307,0.9134731815679555
20200107,1.133193110811541,1.1523843029431307,0.9134731815679555
20200108,1.133193110811541,1.1523843029431307,0.9134731815679555
20200109,1.133193110811541,1.1523843029431307,0.9134731815679555
20200110,1.133193110811541,1.1523843029431307,0.9134731815679555
20200113,1.133193110811541,1.1523843029431307,0.9134731815679555
20200114,1.133193110811541,1.1523843029431307,0.9134731815679555
20200115,1.1297872716777437,1.1490430626860835,0.9101319413109086
20200116,1.1383969765370612,1.1574894664494846,0.9185783450743097
20200117,1.1579104910949156,1.176632866309502,0.937721744934327
20200120,1.1206137728166023,1.1400435584556396,0.9011324370804646
20200121,1.1384410429508176,1.1575326970513549,0.91862157567618
20200122,1.1457676943780493,1.16472038317989,0.9258092618047151
20200123,1.1436874813642368,1.1626796257653629,0.923768504390188
20200203,1.1512312051845373,1.1700802670541164,0.9311691456789415
20200204,1.1892394463028901,1.2073676022262265,0.9684564808510516
20200205,1.1668414531630753,1.1853944339655247,0.9464833125903498
20200206,1.1561552508489306,1.1749109178732189,0.9359997964980439
20200207,1.1327278296302006,1.1519278467944785,0.9130167254193036
20200210,1.1400703432033614,1.1591310942101032,0.9202199728349283
20200211,1.1452315411068617,1.1641943991791006,0.9252832778039258
20200212,1.1636720824790066,1.1822851770384928,0.9433740556633179
20200213,1.1556107142526773,1.1743767095546924,0.9354655881795174
20200214,1.1556107142526773,1.1743767095546924,0.9354655881795174
20200217,1.1556107142526773,1.1743767095546924,0.9354655881795174
20200218,1.1777716001839806,1.1961172678419953,0.9572061464668203
20200219,1.1766129199839293,1.1949805644401705,0.9560694430649956
20200220,1.1902254027345236,1.2083348579278765,0.9694237365527018
20200221,1.1869238059998026,1.205095882894348,0.9661847615191731
20200224,1.200388555286171,1.2183052449925804,0.9793941236174054
20200225,1.1719872054360378,1.1904425862627368,0.9515314648875618
20200226,1.188246660775353,1.2063936469567886,0.9674825255816136
20200227,1.1880371989665246,1.2061881580301312,0.9672770366549563
20200228,1.197927396728394,1.2158907674646733,0.9769796460894983
20200302,1.207468926235574,1.2252513218686762,0.9863402004935011
20200303,1.2212903030148106,1.2388105472719944,0.9998994258968193
20200304,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200305,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200306,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200309,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200310,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200311,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200312,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200313,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200316,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200317,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200318,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200319,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200320,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200323,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200324,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200325,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200326,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200327,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200330,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200331,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200401,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200402,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200403,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200407,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200408,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200409,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200410,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200413,1.2225984301366433,1.2400938630215346,1.0011827416463597
20200414,1.2381476093524892,1.2541413232417997,1.0152302018666246
20200415,1.2544541149392399,1.2688729682618771,1.0299618468867022
20200416,1.208004558685762,1.2269094482160896,0.9879983268409146
20200417,1.2093891444440639,1.2281603125280445,0.9892491911528695
20200420,1.2093891444440639,1.2281603125280445,0.9892491911528695
20200421,1.2093891444440639,1.2281603125280445,0.9892491911528695
20200422,1.2093891444440639,1.2281603125280445,0.9892491911528695
20200423,1.2093891444440639,1.2281603125280445,0.9892491911528695
20200424,1.1795679031583584,1.1988588465881143,0.9599477252129394
20200427,1.1784514072694983,1.197761810889765,0.9588506895145901
20200428,1.1784514072694983,1.197761810889765,0.9588506895145901
20200429,1.1784514072694983,1.197761810889765,0.9588506895145901
20200430,1.1784514072694983,1.197761810889765,0.9588506895145901
20200506,1.1784514072694983,1.197761810889765,0.9588506895145901
20200507,1.1770337945679519,1.196456633694289,0.9575455123191141
20200508,1.1823873129933657,1.2013855470404995,0.9624744256653246
20200511,1.2157846579044451,1.2321340391496847,0.9932229177745098
20200512,1.189463401660524,1.2079004079411284,0.9689892865659535
20200513,1.1955059125014993,1.2134636674579578,0.9745525460827829
20200514,1.1977356454029686,1.2155165529405902,0.9766054315654151
20200515,1.1879923518410551,1.2065460319005605,0.9676349105253854
20200518,1.159723652620015,1.1805194157953167,0.9416082944201416
20200519,1.1467593539414305,1.1685833581032776,0.9296722367281026
20200520,1.1387498178820281,1.1612090845801428,0.9222979632049679
20200521,1.137250373829746,1.1598285663463574,0.9209174449711826
20200522,1.117471528914289,1.1416184463972725,0.9027073250220975
20200525,1.1023723461575556,1.127716829275112,0.8888057078999372
20200526,1.1033071527460725,1.1285774932915826,0.8896663719164077
20200527,1.1178308685684897,1.1419492856466538,0.9030381642714786
20200528,1.1057636635188284,1.1308391701498277,0.8919280487746527
20200529,1.0914094192929389,1.117623408043941,0.8787122866687658
20200601,1.0586734875887132,1.087483870294032,0.8768477647667177
20200602,1.0482054764653137,1.0778461114157825,0.8660623271015724
20200603,1.0752503163553162,1.1027459364816978,0.8901469896535215
20200604,1.1041118036764759,1.1293183247214476,0.915849459540742
20200605,1.10376968472856,1.1290033403477375,0.9155447870247763
20200608,1.1131598022521034,1.137648696897659,0.9239071146553895
20200609,1.0856693729941413,1.1123386236158714,0.8994256344625267
20200610,1.0906367463825672,1.1169120183526107,0.9038493068642257
20200611,1.0831393704641388,1.110009283872334,0.8971725518989573
20200612,1.0728474928139802,1.1005336887447221,0.8880071657758306
20200615,1.059700007756383,1.0884289737853288,0.8762987311055968
20200616,1.0461808729810085,1.075982085864436,0.8642593254229041
20200617,1.03365361773649,1.0644484082603807,0.8531032336695972
20200618,1.0393013441877297,1.0696481950303516,0.8581327914823653
20200619,1.0670497943352704,1.0951958247199414,0.882844051037285
20200622,1.0644686336658744,1.0928193843565899,0.8805454098189376
20200623,1.0732437609052192,1.100898527515859,0.8883600605718958
20200624,1.0663341431631042,1.094536934186012,0.8822067310510461
20200629,1.0748114796732078,1.1023419053740466,0.889756185587127
20200630,1.0644226201441391,1.0927770203179588,0.8805044326806619
20200701,1.065317847240873,1.0936012440217633,0.8813016732123081
20200702,1.0824115205707205,1.1093391621376865,0.8965243683954591
20200703,1.0704564715550196,1.098332307212454,0.8858778523685106
20200706,1.0416740448134092,1.0718327089987647,0.8602457895307439
20200707,1.0110981412093283,1.0436818804462413,0.8330165538051727
20200708,1.029255670747738,1.0603992768506743,0.8491866614297072
20200709,1.0252641457262701,1.056724332750986,0.8456320264752863
20200710,1.0209651783382367,1.052766330545705,0.841803600081056
20200713,1.0326255244434632,1.0635018564134509,0.8521876697344737
20200714,1.0346680871501384,1.0653824167824242,0.8540066649191947
20200715,1.0687242271391373,1.0967374527743314,0.8843352097652002
20200716,1.0900098806086986,1.116334871356266,0.9032910543217666
20200717,1.0645157279909374,1.0928627434764973,0.8805873494618369
20200720,1.048633323504432,1.0782400245050205,0.8664433443900061
20200721,1.0512783013527425,1.0806752204978243,0.8687988177147896
20200722,1.0563672247578075,1.0853605247213038,0.8733307359462232
20200723,1.0569216492873228,1.0858709760256315,0.8738244762589118
20200724,1.0434490847294438,1.073466964685766,0.8618265434774418
20200727,1.0271994909692879,1.0585061794244843,0.8473555396219415
20200728,0.999435040127914,1.0329438181084916,0.8226300307198954
20200729,1.0268480480423146,1.0581826105870322,0.8470425636776635
20200730,1.020367664930852,1.0522162078835287,0.8412714871587517
20200731,1.0034252994528396,1.0366175968981757,0.8261835385138584
20200803,0.986013494032469,1.020586778789718,0.8106775322045051
20200804,0.9678651442359898,1.0038778340518193,0.7945155995585472
20200805,0.9633595959751314,0.9997296355792935,0.7902561163099311
20200806,0.9616475603647907,0.998153387120161,0.7902561163099311
20200807,0.9672237047611946,1.0032872692424977,0.7902561163099311
20200810,0.992571515223744,1.0266246618426575,0.7902561163099311
20200811,0.982207868758709,1.0170829901199214,0.7902561163099311
20200812,0.9963039269882441,1.0300610438063893,0.7902561163099311
20200813,0.9959828213573357,1.029765406114696,0.7902561163099311
20200814,0.9837141503772626,1.0184698036102042,0.7902561163099311
20200817,0.9718318684653071,1.0075299443914054,0.7902561163099311
20200818,0.9578296794207909,0.9946383148174689,0.7902561163099311
20200819,0.9649924297483814,1.0012329639584225,0.7902561163099311
20200820,0.932330101146329,0.971161191607602,0.7902561163099311
20200821,0.9662003088275031,1.00234504219195,0.7902561163099311
20200824,0.9759076534888855,1.0112824655564834,0.7902561163099311
20200825,0.9514157810063978,0.9887331236919716,0.7902561163099311
20200826,0.965145015539167,1.0013734476704192,0.7902561163099311
20200827,0.9421170209663051,0.9801718787642906,0.7902561163099311
20200828,0.9385083122241566,0.9768493885310777,0.7902561163099311
20200831,0.9325038730801826,0.9713211811202749,0.7902561163099311
20200901,0.9619376846874927,0.9984205007326664,0.7902561163099311
20200902,0.9354538871324609,0.9740372198967099,0.7902561163099311
20200903,0.9332660340925385,0.9720228926466478,0.7902561163099311
20200904,0.9543234139556955,0.9914101427495023,0.7902561163099311
20200907,0.9690337982943047,1.004953798329403,0.7902561163099311
20200908,0.9580374490822431,0.9948296055866215,0.7902561163099311
20200909,0.9497765497322348,0.9872239052186789,0.7902561163099311
20200910,0.9607042390672186,0.9972848837240961,0.7902561163099311
20200911,0.9717825256255642,1.0074845150938811,0.7902561163099311
20200914,0.992141165054622,1.0262284441548544,0.7902561163099311
20200915,1.034810406132779,1.0655134479804542,0.7902561163099311
20200916,1.0157486096038415,1.0479635049620053,0.7902561163099311
20200917,1.0444216685580567,1.0743624097056994,0.7902561163099311
20200918,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200921,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200922,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200923,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200924,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200925,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200928,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200929,1.0420235348790785,1.0721544798627385,0.7902561163099311
20200930,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201009,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201012,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201013,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201014,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201015,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201016,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201019,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201020,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201021,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201022,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201023,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201026,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201027,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201028,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201029,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201030,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201102,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201103,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201104,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201105,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201106,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201109,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201110,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201111,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201112,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201113,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201116,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201117,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201118,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201119,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201120,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201123,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201124,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201125,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201126,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201127,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201130,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201201,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201202,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201203,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201204,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201207,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201208,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201209,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201210,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201211,1.0420235348790785,1.0721544798627385,0.7902561163099311
20201214,1.0233389196033804,1.0575489547422798,0.7756505911894724
20201215,0.9756868508279318,1.0202999411943874,0.7384015776415801
20201216,0.9722024938074724,1.017576263813823,0.7356779002610156
20201217,0.9722024938074724,1.017576263813823,0.7356779002610156
20201218,0.9722024938074724,1.017576263813823,0.7356779002610156
20201221,0.9722024938074724,1.017576263813823,0.7356779002610156
20201222,0.9722024938074724,1.017576263813823,0.7356779002610156
20201223,0.9722024938074724,1.017576263813823,0.7356779002610156
20201224,0.9722024938074724,1.017576263813823,0.7356779002610156
20201225,0.9620468161517947,1.0097040596170215,0.7278056960642142
20201228,0.9944460327460182,1.0348184101796878,0.7529200466268804
20201229,1.0005175760762877,1.0395247853233385,0.7576264217705311
20201230,0.988927404541749,1.0305406288653165,0.7486422653125093
20201231,0.9941606589800613,1.0345972018434064,0.752698838290599
20210104,0.9941606589800613,1.0345972018434064,0.752698838290599
20210105,0.9941606589800613,1.0345972018434064,0.752698838290599
20210106,0.9941606589800613,1.0345972018434064,0.752698838290599
20210107,0.9941606589800613,1.0345972018434064,0.752698838290599
20210108,0.9941606589800613,1.0345972018434064,0.752698838290599
20210111,0.9941606589800613,1.0345972018434064,0.752698838290599
20210112,0.9941606589800613,1.0345972018434064,0.752698838290599
20210113,0.9941606589800613,1.0345972018434064,0.752698838290599
20210114,0.9941606589800613,1.0345972018434064,0.752698838290599
20210115,0.9793292932353829,1.0232306012172905,0.7413322376644832
20210118,0.9639286885490639,1.0114277419335536,0.7295293783807463
20210119,0.959024387199178,1.0076691376516604,0.725770774098853
20210120,0.9445567946065855,0.9965813288920149,0.7146829653392075
20210121,0.9562213559621782,1.0055209243878256,0.7236225608350182
20210122,0.9552900907825558,1.0048072126800838,0.7229088491272764
20210125,0.9465166055478696,0.998083307108705,0.7161849435558976
20210126,0.9215442165289359,0.9789447343336342,0.6970463707808268
20210127,0.9096733713247573,0.9698470450949507,0.6879486815421433
20210128,0.8984132512918778,0.9612174091181162,0.6842842001123035
20210129,0.911958829828208,0.9715985961323597,0.6842842001123035
20210201,0.9334998743007574,0.9881074230201816,0.6842842001123035
20210202,0.927817947699014,0.9837528550336094,0.6842842001123035
20210203,0.927817947699014,0.9837528550336094,0.6842842001123035
20210204,0.927817947699014,0.9837528550336094,0.6842842001123035
20210205,0.927817947699014,0.9837528550336094,0.6842842001123035
20210208,0.927817947699014,0.9837528550336094,0.6842842001123035
20210209,0.927817947699014,0.9837528550336094,0.6842842001123035
20210210,0.927817947699014,0.9837528550336094,0.6842842001123035
20210218,0.927817947699014,0.9837528550336094,0.6842842001123035
20210219,0.9111341520054383,0.9698721982310761,0.6704035433097703
20210222,0.8812049410955903,0.9449715633491585,0.6455029084278527
20210223,0.9144293254325699,0.9726137309306435,0.6731450760093378
20210224,0.9303862485303859,0.9858896411139892,0.6864209861926834
20210225,0.9355726353702268,0.9902046337626182,0.6907359788413125
20210226,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210301,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210302,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210303,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210304,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210305,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210308,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210309,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210310,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210311,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210312,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210315,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210316,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210317,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210318,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210319,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210322,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210323,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210324,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210325,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210326,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210329,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210330,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210331,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210401,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210402,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210406,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210407,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210408,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210409,0.9343795552730587,0.9892120098015672,0.6897433548802614
20210412,0.9608744498240654,1.0104262790010279,0.7109576240797222
